productId,productName,category,retailer,region,regionName,currency,condition,price,inStock,quantity,url,fetchedAt
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU – Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,3109,true,,https://www.apple.com/de/shop/product/g1fc2d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 16"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,4259,true,,https://www.apple.com/de/shop/product/fx313d/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 16"" MacBook Pro mit Apple M4 Max Chip mit 16‑Core CPU und 40‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,4259,true,,https://www.apple.com/de/shop/product/fx2w3d/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Max-Chip-mit-16‑Core-CPU-und-40‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,4879,true,,https://www.apple.com/de/shop/product/g1fg8d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip, 14‑Core CPU und 32‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3509,true,,https://www.apple.com/de/shop/product/g1fgfd/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-14‑Core-CPU-und-32‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m2-max,"Refurbished 14"" MacBook Pro mit Apple M2 Max Chip, 12‑Core CPU und 30‑Core GPU – Space Grau",apple,apple-refurbished,DE,Germany,EUR,refurbished,5509,true,,https://www.apple.com/de/shop/product/g17j6d/a/refurbished-14-macbook-pro-mit-apple-m2-max-chip-12-core-cpu-und-30-core-gpu-space-grau,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 14"" MacBook Pro mit Apple M5 Chip, 10‑Core CPU und 10‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3789,true,,https://www.apple.com/de/shop/product/g1kkad/a/Refurbished-14-MacBook-Pro-mit-Apple-M5-Chip-10‑Core-CPU-und-10‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU – Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,3949,true,,https://www.apple.com/de/shop/product/g1fc1d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 14"" MacBook Pro mit Apple M5 Chip, 10‑Core CPU und 10‑Core GPU – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,1579,true,,https://www.apple.com/de/shop/product/fde04d/a/Refurbished-14-MacBook-Pro-mit-Apple-M5-Chip-10‑Core-CPU-und-10‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Pro Chip, 18‑Core CPU und 20‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,2889,true,,https://www.apple.com/de/shop/product/fgea4d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Pro-chip-18‑Core-CPU-und-20‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m3-max,"Refurbished 14"" MacBook Pro mit Apple M3 Max Chip, 16‑Core CPU und 40‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,6329,true,,https://www.apple.com/de/shop/product/g1azgd/a/refurbished-14-zoll-mac-book-pro-apple-m3-max-chip-mit-16‑core-cpu-und-40‑core-gpu-silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3719,true,,https://www.apple.com/de/shop/product/g1ff9d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,4299,true,,https://www.apple.com/de/shop/product/g1fg7d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 14"" MacBook Pro mit Apple M5 Chip, 10‑Core CPU und 10‑Core GPU – Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,1769,true,,https://www.apple.com/de/shop/product/g1kl0d/a/Refurbished-14-MacBook-Pro-mit-Apple-M5-Chip-10‑Core-CPU-und-10‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m3-max,"Refurbished 14"" MacBook Pro mit Apple M3 Max Chip, 14‑Core CPU und 30‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3899,true,,https://www.apple.com/de/shop/product/g1aw0d/a/Refurbished-14-MacBook-Pro-mit-Apple-M3-Max-Chip-14‑Core-CPU-und-30‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 14"" MacBook Pro mit Apple M5 Max Chip, 18‑Core CPU und 40‑Core GPU – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,5939,true,,https://www.apple.com/de/shop/product/g1mnmd/a/Refurbished-14-MacBook-Pro-mit-Apple-M5-Max-chip-18‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m2-max,"Refurbished 16"" MacBook Pro mit Apple M2 Max Chip, 12‑Core CPU und 38‑Core GPU - Space Grau",apple,apple-refurbished,DE,Germany,EUR,refurbished,5279,true,,https://www.apple.com/de/shop/product/g176ad/a/refurbished-16-macbook-pro-mit-apple-m2-max-chip-12‑core-cpu-und-38‑core-gpu-space-grau,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 12‑Core CPU und 16‑Core GPU – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,2059,true,,https://www.apple.com/de/shop/product/fx2h3d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-12‑Core-CPU-und-16‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,9179,true,,https://www.apple.com/de/shop/product/g1fged/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 16"" MacBook Pro mit Apple M4 Max Chip, 14‑Core CPU und 32‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3739,true,,https://www.apple.com/de/shop/product/fx303d/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Max-Chip-14‑Core-CPU-und-32‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 16"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,9399,true,,https://www.apple.com/de/shop/product/g1fwad/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 16"" MacBook Pro mit Apple M4 Max Chip, 14‑Core CPU und 32‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,3739,true,,https://www.apple.com/de/shop/product/fx2v3d/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Max-Chip-14‑Core-CPU-und-32‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m3-max,"Refurbished 16"" MacBook Pro mit Apple M3 Max Chip, 16‑Core CPU und 40‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,7489,true,,https://www.apple.com/de/shop/product/g1cm9d/a/refurbished-16-macbook-pro-mit-apple-m3-max-chip-16‑core-cpu-und-40‑core-gpu-space-schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Max Chip, 18‑Core CPU und 40‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,6849,true,,https://www.apple.com/de/shop/product/g1n27d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Max-chip-18‑Core-CPU-und-40‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Max Chip mit 18‑Core CPU und 40‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,4839,true,,https://www.apple.com/de/shop/product/fge94d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Max-chip-mit-18‑Core-CPU-und-40‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Pro Chip, 18‑Core CPU und 20‑Core GPU, Display mit Nanotextur - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,5369,true,,https://www.apple.com/de/shop/product/g1mw9d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Pro-chip-18‑Core-CPU-und-20‑Core-GPU-Display-mit-Nanotextur-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,5959,true,,https://www.apple.com/de/shop/product/g1fgrd/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 16"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU, Display mit Nanotextur - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,9539,true,,https://www.apple.com/de/shop/product/g1fwnd/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip mit 14‑Core CPU und 32‑Core GPU – Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,3479,true,,https://www.apple.com/de/shop/product/fx2g3d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-mit-14‑Core-CPU-und-32‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Max Chip, 18‑Core CPU und 40‑Core GPU, Display mit Nanotextur - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,5349,true,,https://www.apple.com/de/shop/product/g1my4d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Max-chip-18‑Core-CPU-und-40‑Core-GPU-Display-mit-Nanotextur-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 16"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,3069,true,,https://www.apple.com/de/shop/product/fx2u3d/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,4509,true,,https://www.apple.com/de/shop/product/g1fg4d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 16"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU, Display mit Nanotextur - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3959,true,,https://www.apple.com/de/shop/product/g1fucd/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3159,true,,https://www.apple.com/de/shop/product/g1ff6d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 16"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU, Display mit Nanotextur - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,7669,true,,https://www.apple.com/de/shop/product/g1fwmd/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 16"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3819,true,,https://www.apple.com/de/shop/product/g1fu4d/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Max Chip, 18‑Core CPU und 40‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,6289,true,,https://www.apple.com/de/shop/product/g1n25d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Max-chip-18‑Core-CPU-und-40‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Pro Chip, 18‑Core CPU und 20‑Core GPU, Display mit Nanotextur - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,3959,true,,https://www.apple.com/de/shop/product/g1mw7d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Pro-chip-18‑Core-CPU-und-20‑Core-GPU-Display-mit-Nanotextur-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip, 16‑Core CPU und 40‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,4439,true,,https://www.apple.com/de/shop/product/g1fgpd/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,2689,true,,https://www.apple.com/de/shop/product/g1ff5d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Max Chip, 18‑Core CPU und 40‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,6149,true,,https://www.apple.com/de/shop/product/g1n2cd/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Max-chip-18‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m3-max,"Refurbished 14"" MacBook Pro mit Apple M3 Max Chip, 16‑Core CPU und 40‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,9129,true,,https://www.apple.com/de/shop/product/g1awid/a/Refurbished-14-MacBook-Pro-mit-Apple-M3-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m3-max,"Refurbished 16"" MacBook Pro mit Apple M3 Max Chip mit 16‑Core CPU und 40‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,4219,true,,https://www.apple.com/de/shop/product/fuw73d/a/refurbished-16-macbook-pro-mit-apple-m3-max-chip-mit-16‑core-cpu-und-40‑core-gpu-silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU – Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,2549,true,,https://www.apple.com/de/shop/product/fx2f3d/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 12‑Core CPU und 16‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,2479,true,,https://www.apple.com/de/shop/product/g1feed/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-12‑Core-CPU-und-16‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-max,"Refurbished 14"" MacBook Pro mit Apple M4 Max Chip, 14‑Core CPU und 32‑Core GPU, Display mit Nanotextur – Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,4089,true,,https://www.apple.com/de/shop/product/g1fdgd/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Max-Chip-14‑Core-CPU-und-32‑Core-GPU-Display-mit-Nanotextur-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Pro Chip, 18‑Core CPU und 20‑Core GPU, Display mit Nanotextur - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,4989,true,,https://www.apple.com/de/shop/product/g1mw6d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Pro-chip-18‑Core-CPU-und-20‑Core-GPU-Display-mit-Nanotextur-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 16"" MacBook Pro mit Apple M4 Pro Chip, 14‑Core CPU und 20‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,2499,true,,https://www.apple.com/de/shop/product/fx2t3d/a/Refurbished-16-MacBook-Pro-mit-Apple-M4-Pro-Chip-14‑Core-CPU-und-20‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Max Chip, 18‑Core CPU und 40‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,5209,true,,https://www.apple.com/de/shop/product/g1n2bd/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Max-chip-18‑Core-CPU-und-40‑Core-GPU-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m3-max,"Refurbished 14"" MacBook Pro mit Apple M3 Max Chip, 16‑Core CPU und 40‑Core GPU - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,7259,true,,https://www.apple.com/de/shop/product/g1awhd/a/refurbished-14-zoll-mac-book-pro-apple-m3-max-chip-mit-16‑core-cpu-und-40‑core-gpu-space-schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m4-pro,"Refurbished 14"" MacBook Pro mit Apple M4 Pro Chip, 12‑Core CPU und 16‑Core GPU, Display mit Nanotextur – Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,2199,true,,https://www.apple.com/de/shop/product/g1fedd/a/Refurbished-14-MacBook-Pro-mit-Apple-M4-Pro-Chip-12‑Core-CPU-und-16‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m3-max,"Refurbished 16"" MacBook Pro mit Apple M3 Max Chip, 16‑Core CPU und 40‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,9359,true,,https://www.apple.com/de/shop/product/g1cnad/a/Refurbished-16-MacBook-Pro-mit-Apple-M3-Max-Chip-16‑Core-CPU-und-40‑Core-GPU-Silber,2026-07-16T14:33:43.054Z
macbook-pro-m5,"Refurbished 16"" MacBook Pro mit Apple M5 Pro Chip, 18‑Core CPU und 20‑Core GPU, Display mit Nanotextur - Space Schwarz",apple,apple-refurbished,DE,Germany,EUR,refurbished,3959,true,,https://www.apple.com/de/shop/product/g1n07d/a/Refurbished-16-MacBook-Pro-mit-Apple-M5-Pro-chip-18‑Core-CPU-und-20‑Core-GPU-Display-mit-Nanotextur-Space-Schwarz,2026-07-16T14:33:43.054Z
macbook-pro-m3-max,"Refurbished 14"" MacBook Pro mit Apple M3 Max Chip, 14‑Core CPU und 30‑Core GPU - Silber",apple,apple-refurbished,DE,Germany,EUR,refurbished,3429,true,,https://www.apple.com/de/shop/product/frx83d/a/refurbished-14-zoll-mac-book-pro-apple-m3-max-chip-mit-14‑core-cpu-und-30‑core-gpu-silber,2026-07-16T14:33:43.054Z
